tca	ncbi	ko	tcapathway	tcapathname
100142317	NP_001164199	K03283	tca04144	Endocytosis - Tribolium castaneum (red flour beetle)
100142317	NP_001164199	K03283	tca04213	Longevity regulating pathway - multiple species - Tribolium castaneum (red flour beetle)
100142318	XP_001810193	K09564	tca03040	Spliceosome - Tribolium castaneum (red flour beetle)
100142319	XP_001816163			
100142320	XP_001814319	K13485	tca00230	Purine metabolism - Tribolium castaneum (red flour beetle)
100142320	XP_001814319	K13485	tca01100	
100142321	XP_008199455			
100142323	XP_001810713			
100142328	XP_015837535	K00069	tca00590	Arachidonic acid metabolism - Tribolium castaneum (red flour beetle)
100142329	XP_001812951	K13528		
100142330	XP_001811513	K24890		
100142333	XP_015835214			
100142334	XP_008199874			
100142335	XP_015835737			
100142336	XP_001812268			
100142337	XP_001812556	K11643	tca03082	ATP-dependent chromatin remodeling - Tribolium castaneum (red flour beetle)
100142338	XP_001813051	K01816	tca00630	Glyoxylate and dicarboxylate metabolism - Tribolium castaneum (red flour beetle)
100142338	XP_001813051	K01816	tca01100	
100142339	XP_008194499	K09228		
100142340	XP_008197675	K27061	tca04820	Cytoskeleton in muscle cells - Tribolium castaneum (red flour beetle)
100142342	XP_001813478	K20799		
100142343	XP_008196800			
100142344	XP_001814545	K08509	tca04130	SNARE interactions in vesicular transport - Tribolium castaneum (red flour beetle)
100142344	XP_001814545	K08509	tca04140	Autophagy - animal - Tribolium castaneum (red flour beetle)
100142345	XP_008200066			
100142346	XP_008192180	K08653	tca04141	Protein processing in endoplasmic reticulum - Tribolium castaneum (red flour beetle)
100142350	XP_008200522			
100142351	XP_001808944			
100142352	XP_001807833			
100142353	XP_008193139			
100142354	XP_008193034	K02433	tca00970	Aminoacyl-tRNA biosynthesis - Tribolium castaneum (red flour beetle)
100142354	XP_008193034	K02433	tca01100	
100142357	XP_001813632	K12259	tca00330	Arginine and proline metabolism - Tribolium castaneum (red flour beetle)
100142357	XP_001813632	K12259	tca00410	beta-Alanine metabolism - Tribolium castaneum (red flour beetle)
100142357	XP_001813632	K12259	tca01100	
100142359	XP_001814148	K14650	tca03022	Basal transcription factors - Tribolium castaneum (red flour beetle)
100142360	XP_008195802	K15199		
100142361	XP_015837610	K04506	tca04013	MAPK signaling pathway - fly - Tribolium castaneum (red flour beetle)
100142361	XP_015837610	K04506	tca04120	Ubiquitin mediated proteolysis - Tribolium castaneum (red flour beetle)
100142361	XP_015837610	K04506	tca04137	Mitophagy - animal - Tribolium castaneum (red flour beetle)
100142361	XP_015837610	K04506	tca04310	Wnt signaling pathway - Tribolium castaneum (red flour beetle)
100142362	XP_008194281			
100142363	XP_008200270			
100142364	XP_001811204	K10389	tca04814	Motor proteins - Tribolium castaneum (red flour beetle)
100142365	NP_001137599	K08471		
100142366	XP_001807564			
100142367	XP_008201390			
100142368	XP_001816040	K23801		
100142369	XP_015833370			
100142371	XP_008192336			
100142372	XP_008201263			
100142373	XP_008196621			
100142374	XP_008195334	K20288		
100142375	XP_015836278	K19009		
100142376	XP_001810067			
100142377	XP_008200294	K10356	tca04814	Motor proteins - Tribolium castaneum (red flour beetle)
100142378	XP_015837315	K08635		
100142379	XP_001813011			
100142380	XP_001811599			
100142381	XP_001814181	K04526	tca04068	FoxO signaling pathway - Tribolium castaneum (red flour beetle)
100142381	XP_001814181	K04526	tca04140	Autophagy - animal - Tribolium castaneum (red flour beetle)
100142381	XP_001814181	K04526	tca04150	mTOR signaling pathway - Tribolium castaneum (red flour beetle)
100142381	XP_001814181	K04526	tca04213	Longevity regulating pathway - multiple species - Tribolium castaneum (red flour beetle)
100142383	XP_001807993	K15425		
100142384	XP_001811993	K07933		
100142385	XP_001813448	K01639	tca00520	Amino sugar and nucleotide sugar metabolism - Tribolium castaneum (red flour beetle)
100142385	XP_001813448	K01639	tca01100	
100142386	NP_001159497			
100142389	XP_001810647			
100142391	XP_001813655			
100142393	XP_015839198	K05673	tca02010	ABC transporters - Tribolium castaneum (red flour beetle)
100142393	XP_015839198	K05673	tca04981	Folate transport and metabolism - Tribolium castaneum (red flour beetle)
100142394	XP_001811161			
100142395	XP_001809356	K23907		
100142396	XP_015836600			
100142398	XP_008199472	K08471		
100142399	XP_001813029	K12849	tca03040	Spliceosome - Tribolium castaneum (red flour beetle)
100142400	XP_001808472	K09070		
100142401	XP_001811552	K05125		
100142402	XP_001809029			
100142404	XP_001811757	K17259		
100142406	XP_008198757	K20099		
100142407	XP_001814292			
100142408	XP_015834779	K17343		
100142409	XP_001812698	K09396		
100142410	XP_008191941	K17256		
100142411	XP_001807152			
100142412	XP_008201008	K19525		
100142413	XP_015834017	K26125		
100142414	XP_008194507			
100142416	XP_008197685			
100142417	XP_001811277			
100142418	XP_008196885			
100142419	NP_001137600	K08471		
100142420	XP_001811514	K19374		
100142421	XP_001811608			
100142425	XP_001808902			
100142427	XP_008193434			
100142428	XP_008194286	K15107		
100142429	XP_001815436			
100142430	XP_001807778	K02321	tca03030	DNA replication - Tribolium castaneum (red flour beetle)
100142431	XP_008193460	K07767		
100142435	XP_008191143			
100142436	XP_008201349			
100142437	XP_001807754			
100142438	XP_008193681			
100142439	XP_001816522			
100142441	XP_001816015			
100142443	XP_008193724	K07299	tca04148	Efferocytosis - Tribolium castaneum (red flour beetle)
100142444	XP_008200469			
100142445	XP_001811460			
100142446	XP_008197380			
100142447	XP_008195285	K06232		
100142448	XP_001807190			
100142452	XP_001808164			
100142453	XP_001812217	K12456	tca04120	Ubiquitin mediated proteolysis - Tribolium castaneum (red flour beetle)
100142455	XP_001809235			
100142456	XP_008199408			
100142459	XP_001812710	K14429		
100142461	NP_001138951	K08471		
100142462	XP_001813334	K23740		
100142463	XP_001811996	K25790		
100142464	XP_008194093	K05673	tca02010	ABC transporters - Tribolium castaneum (red flour beetle)
100142464	XP_008194093	K05673	tca04981	Folate transport and metabolism - Tribolium castaneum (red flour beetle)
100142465	XP_001809051	K08193		
100142466	XP_015836190	K15890	tca00900	Terpenoid backbone biosynthesis - Tribolium castaneum (red flour beetle)
100142466	XP_015836190	K15890	tca00981	Insect hormone biosynthesis - Tribolium castaneum (red flour beetle)
100142467	XP_001815591	K09228		
100142468	XP_001814214			
100142469	XP_015838699	K13524	tca00250	Alanine, aspartate and glutamate metabolism - Tribolium castaneum (red flour beetle)
100142469	XP_015838699	K13524	tca00280	Valine, leucine and isoleucine degradation - Tribolium castaneum (red flour beetle)
100142469	XP_015838699	K13524	tca00410	beta-Alanine metabolism - Tribolium castaneum (red flour beetle)
100142469	XP_015838699	K13524	tca00640	Propanoate metabolism - Tribolium castaneum (red flour beetle)
100142469	XP_015838699	K13524	tca00650	Butanoate metabolism - Tribolium castaneum (red flour beetle)
100142469	XP_015838699	K13524	tca01100	
100142472	XP_008199974			
100142475	XP_001814402			
100142477	XP_008192528			
100142481	XP_001809216			
100142482	XP_001811313	K27288		
100142484	XP_001814998			
100142486	XP_015838775			
100142489	XP_008190328	K12617	tca03018	RNA degradation - Tribolium castaneum (red flour beetle)
100142490	XP_001811437			
100142491	XP_008194320	K08558		
100142493	XP_008194245			
100142495	XP_001812470	K03440		
100142496	XP_001808956			
100142497	XP_001815756			
100142498	XP_001815629			
100142500	XP_008193647			
100142501	XP_008192323			
100142502	XP_008201254	K09114		
100142503	XP_008196614	K02333	tca03410	Base excision repair - Tribolium castaneum (red flour beetle)
100142504	XP_015833595	K14206		
100142506	XP_008194852			
100142507	XP_008199218			
100142508	XP_001808852			
100142510	XP_001814707	K24635		
100142512	XP_001809578			
100142513	XP_008195701	K13356	tca04146	Peroxisome - Tribolium castaneum (red flour beetle)
100142515	XP_008194039	K08585		
100142516	XP_001810411			
100142517	NP_001164200	K03283	tca03040	Spliceosome - Tribolium castaneum (red flour beetle)
100142517	NP_001164200	K03283	tca04141	Protein processing in endoplasmic reticulum - Tribolium castaneum (red flour beetle)
100142517	NP_001164200	K03283	tca04144	Endocytosis - Tribolium castaneum (red flour beetle)
100142517	NP_001164200	K03283	tca04213	Longevity regulating pathway - multiple species - Tribolium castaneum (red flour beetle)
100142519	XP_008198163			
100142521	XP_008197174	K10638		
100142523	XP_008196334			
100142524	XP_001812912	K11166		
100142525	XP_001811459	K13124		
100142527	XP_001814661	K08471		
100142531	XP_001810799	K23012		
100142532	XP_001810219			
100142534	XP_008200617			
100142535	XP_008194100	K13871		
100142537	XP_001812763	K12391	tca04142	Lysosome - Tribolium castaneum (red flour beetle)
100142538	XP_001814107			
100142539	XP_008192505	K20828	tca04980	Cobalamin transport and metabolism - Tribolium castaneum (red flour beetle)
100142540	XP_015833265	K24049		
100142542	XP_015839248			
100142543	XP_008195425			
100142545	XP_015836235			
100142548	XP_001807063			
100142549	XP_001810875	K16812		
100142550	XP_001812516			
100142553	XP_001814182			
100142554	NP_001137601	K08471		
100142558	XP_008191576			
100142559	XP_001815109			
100142560	XP_008200038	K13355	tca04146	Peroxisome - Tribolium castaneum (red flour beetle)
100142561	XP_008194262	K09228		
100142562	XP_001810078			
100142563	XP_001812344			
100142565	XP_001808476	K00326	tca00520	Amino sugar and nucleotide sugar metabolism - Tribolium castaneum (red flour beetle)
100142567	XP_008194280	K13171	tca03013	Nucleocytoplasmic transport - Tribolium castaneum (red flour beetle)
100142567	XP_008194280	K13171	tca03015	mRNA surveillance pathway - Tribolium castaneum (red flour beetle)
100142568	XP_001814851			
100142569	XP_008201266	K21956		
100142570	XP_008192306			
100142571	XP_001816234			
100142572	XP_001809848			
100142573	XP_008198368			
100142574	XP_008196632			
100142575	XP_001814289			
100142577	XP_008201347			
100142578	XP_001808868			
100142582	XP_015838491	K15003		
100142583	XP_008199947			
100142585	XP_008190419	K10990	tca03460	Fanconi anemia pathway - Tribolium castaneum (red flour beetle)
100142586	XP_001810974	K10399	tca04814	Motor proteins - Tribolium castaneum (red flour beetle)
100142588	XP_001811592			
100142590	XP_008197831	K03949	tca00190	Oxidative phosphorylation - Tribolium castaneum (red flour beetle)
100142590	XP_008197831	K03949	tca01100	
100142591	XP_001808136	K17576		
100142592	XP_008193981			
100142597	XP_001809288			
100142600	XP_001812317			
100142601	XP_015834572	K01952	tca00230	Purine metabolism - Tribolium castaneum (red flour beetle)
100142601	XP_015834572	K01952	tca01100	
100142602	XP_001815551			
100142603	XP_015835159	K07759	tca03410	Base excision repair - Tribolium castaneum (red flour beetle)
100142604	XP_001811805	K03131	tca03022	Basal transcription factors - Tribolium castaneum (red flour beetle)
100142605	XP_008200060	K09255	tca04624	Toll and Imd signaling pathway - Tribolium castaneum (red flour beetle)
100142605	XP_008200060	K09255	tca04820	Cytoskeleton in muscle cells - Tribolium castaneum (red flour beetle)
100142606	XP_015838318			
100142608	XP_015839546			
100142609	XP_001811714	K26501	tca00510	N-Glycan biosynthesis - Tribolium castaneum (red flour beetle)
100142609	XP_001811714	K26501	tca00513	Various types of N-glycan biosynthesis - Tribolium castaneum (red flour beetle)
100142609	XP_001811714	K26501	tca04141	Protein processing in endoplasmic reticulum - Tribolium castaneum (red flour beetle)
100142613	XP_008192238	K09399		
100142614	XP_001807412			
100142616	XP_001814929			
100142617	XP_015839299	K05323		
100142618	XP_001814833			
100142619	XP_008194552			
100142620	XP_015833401	K03283	tca03040	Spliceosome - Tribolium castaneum (red flour beetle)
100142620	XP_015833401	K03283	tca04141	Protein processing in endoplasmic reticulum - Tribolium castaneum (red flour beetle)
100142620	XP_015833401	K03283	tca04144	Endocytosis - Tribolium castaneum (red flour beetle)
100142620	XP_015833401	K03283	tca04213	Longevity regulating pathway - multiple species - Tribolium castaneum (red flour beetle)
100142621	XP_008197723			
100142622	XP_008197783			
100142624	XP_001810765			
100187600	NP_001127806			
100187736	NP_001127918			
100187738	NP_001127924	K13135		
100188941	NP_001128195			
100190999	NP_001129378	K02924	tca03010	Ribosome - Tribolium castaneum (red flour beetle)
100191003	NP_001129382	K02928	tca03010	Ribosome - Tribolium castaneum (red flour beetle)
100216358	NP_001137204			
100216359	NP_001137205			
100233160	NP_001137206	K00507	tca01040	Biosynthesis of unsaturated fatty acids - Tribolium castaneum (red flour beetle)
100233160	NP_001137206	K00507	tca01100	
100233160	NP_001137206	K00507	tca01212	Fatty acid metabolism - Tribolium castaneum (red flour beetle)
100240680	NP_001137375			
100240681	NP_001137374			
100240683	NP_001137388	K03007	tca03020	RNA polymerase - Tribolium castaneum (red flour beetle)
100240683	NP_001137388	K03007	tca03420	Nucleotide excision repair - Tribolium castaneum (red flour beetle)
100271707	NP_001138952	K08471		
100271708	NP_001138953	K08471		
100271709	NP_001138954	K08471		
100271710	NP_001138955	K08471		
100271711	NP_001138956	K08471		
100271712	NP_001138957	K08471		
100271713	NP_001138958	K07542	tca00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Tribolium castaneum (red flour beetle)
100271713	NP_001138958	K07542	tca01100	
100271714	NP_001138959	K08471		
100271723	NP_001138960	K08471		
100271908	XP_008199328			
100271909	NP_001139387			
100301567	NP_001153722	K18732		
100302298	NP_001155866	K17771	tca04137	Mitophagy - animal - Tribolium castaneum (red flour beetle)
100302525	NP_001156901			
100306946	NP_001159383			
100307003	NP_001159498	K10600	tca04120	Ubiquitin mediated proteolysis - Tribolium castaneum (red flour beetle)
100313955	NP_001161927	K10719	tca00981	Insect hormone biosynthesis - Tribolium castaneum (red flour beetle)
100313958	NP_001161928			
100313959	NP_001161929			
100313960	NP_001161930			
100322887	NP_001308030			
100322888	NP_001164117			
100327038	NP_001164281	K14999		
100337636	XP_008195063			
100381254	XP_015834614	K26500		
100462677	NP_001171930	K19399		
100463502	NP_001177648	K03257		
100750223	NP_001280530			
100859963	NP_001242998	K16548		
103312106	XP_015840099			
103312108	XP_008196572			
103312110	XP_008197365	K01195	tca00040	Pentose and glucuronate interconversions - Tribolium castaneum (red flour beetle)
103312110	XP_008197365	K01195	tca00053	Ascorbate and aldarate metabolism - Tribolium castaneum (red flour beetle)
103312110	XP_008197365	K01195	tca00531	Glycosaminoglycan degradation - Tribolium castaneum (red flour beetle)
103312110	XP_008197365	K01195	tca00860	Porphyrin metabolism - Tribolium castaneum (red flour beetle)
103312110	XP_008197365	K01195	tca00983	Drug metabolism - other enzymes - Tribolium castaneum (red flour beetle)
103312110	XP_008197365	K01195	tca01100	
103312110	XP_008197365	K01195	tca01240	Biosynthesis of cofactors - Tribolium castaneum (red flour beetle)
103312110	XP_008197365	K01195	tca04142	Lysosome - Tribolium castaneum (red flour beetle)
103312111	XP_008190843			
103312112	XP_008201298			
103312114	XP_008193804			
103312115	XP_008193129	K17391		
103312116	XP_008191645			
103312117	XP_008196571			
103312118	XP_008194341			
103312122	XP_008190385	K08059		
103312123	XP_008199108	K22766		
103312125	XP_008195873	K01304		
103312128	XP_008198550	K02932	tca03010	Ribosome - Tribolium castaneum (red flour beetle)
103312129	XP_008198463			
103312130	XP_008191976	K14780		
103312131	XP_015837758	K16540		
103312132	XP_008195783			
103312133	XP_008193950			
